original_id,synthetic_id
1016790_20160421_095531,100888
1016790_20160426_151519,100889
1016790_20160427_121933,100890
1016790_20160427_121840,100891
1016790_20160427_122851,100892
1016790_20160427_122925,100893
1016790_20160429_163340,100894
1016790_20160430_165847,100895
1016790_20160503_160954,100896
1016790_20160503_014334,100897
1016790_20160505_124343,100898
1016790_20160505_134203,100899
1016790_20160506_011245,100900
1016790_20160507_223733,100901
1016790_20160508_043204,100902
1016790_20160510_075044,100903
1016790_20160513_134014,100904
1016790_20160514_001233,100905
1016790_20160518_151841,100906
1016790_20160520_223818,100907
1016790_20160523_105934,100908
1016790_20160523_153947,100909
1016790_20160531_095526,100910
1016790_20160604_061438,100911
1016790_20160604_104308,100912
1016790_20160604_062430,100913
1016790_20160605_191657,100914
1016790_20160606_111844,100915
1016790_20160607_061134,100916
1016790_20160610_124416,100917
1016790_20160614_095334,100918
1016790_20160618_131811,100919
1016790_20160622_082151,100920
1016790_20160625_190443,100921
1016790_20160625_104659,100922
1016790_20160630_024747,100923
1016790_20160701_210846,100924
1016790_20160702_013640,100925
1016790_20160702_030137,100926
1016790_20160703_092045,100927
1016790_20160707_013134,100928
1016790_20160708_092516,100929
1016790_20160708_062910,100930
1016790_20160709_023822,100931
1016790_20160710_120706,100932
1016790_20160710_162507,100933
1016790_20160711_205825,100934
1016790_20160711_184248,100935
1016790_20160712_165138,100936
1016790_20160712_164931,100937
1016790_20160715_075512,100938
1016790_20160715_092516,100939
1016790_20160715_063820,100940
1016790_20160715_104429,100941
1016790_20160715_083220,100942
1016790_20160718_113038,100943
1016790_20160721_071617,100944
1016790_20160721_075820,100945
1016790_20160722_111414,100946
1016790_20160730_114443,100947
1016790_20160801_000436,100948
1016790_20160801_093422,100949
1016790_20160802_101747,100950
1016790_20160802_114520,100951
1016790_20160803_145234,100952
1016790_20160805_091407,100953
1016790_20160805_012252,100954
1016790_20160808_163154,100955
1016790_20160814_045657,100956
1016790_20160815_011855,100957
1016790_20160815_060712,100958
1016790_20160818_040208,100959
1016790_20160818_043558,100960
1016790_20160818_074115,100961
1016790_20160818_190735,100962
1016790_20160820_194349,100963
1016790_20160822_233106,100964
1016790_20160828_204732,100965
1016790_20160831_073654,100966
