20200101   4181738   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100000
20200103  12061066   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100001
20200110   5383976   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100002
20200702  10371832   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100003
20200708  18070954   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100004
20200720  11214004   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100005
20200826  17050756   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100006
20201012   7575232   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100007
20210226  17105588   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100008
20210804  13045034   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100009
20210831   4210708   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100010
20211004   1192280   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100011
20211014   9395674   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100012
20220118  10173000   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100013
20220207   3170122   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100014
20220207   2372464   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100015
20220706  13350484   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100016
20220721    221026   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100017
20220805  18162722   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100018
20220809  15454736   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100019
20220820   6193622   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100020
20220821   7164310   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100021
20220824    391314   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100022
20220826  13462820   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100023
20220903   9595124   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100024
20220905  23163442   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100025
20220907  23442162   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100026
20220908  14423242   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100027
20220918   2253872   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100028
20220924    154390   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100029
20221001   3090786   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100030
20221016  12042032   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100031
20221018   3130832   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100032
20221018   6332332   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100033
20221025  11163076   40.7588  -124.2462     17.020   0.00    0.00    0.00   0.00     100034
