event_id,hypodd_id,latitude,longitude,depth,x_m,y_m,z_m,ex_m,ey_m,ez_m,year,month,day,hour,minute,second,magnitude,n_cc_p,n_cc_s,n_cat_p,n_cat_s,rms_cc,rms_cat,cluster_id,origin_time
1015736_20200319_025121,100360,40.356519,-124.45271,27.944,8.3,13.1,-16.0,10.4,13.6,10.4,2020,3,19,2,51,21.32,0.0,12,24,0,0,0.015,-9.0,26,2020-03-19T02:51:21.320Z
1015736_20200319_010652,100361,40.356616,-124.452759,27.95,4.1,23.9,-10.5,5.5,20.8,12.0,2020,3,19,1,6,52.92,0.0,10,17,0,0,0.011,-9.0,26,2020-03-19T01:06:52.920Z
1015736_20200319_100301,100362,40.356059,-124.452799,27.954,0.7,-38.0,-5.9,4.9,16.9,5.0,2020,3,19,10,3,1.86,0.0,6,18,0,0,0.017,-9.0,26,2020-03-19T10:03:01.860Z
1015736_20200319_000736,100363,40.356356,-124.452767,27.954,3.5,-5.0,-6.1,6.8,10.4,6.6,2020,3,19,0,7,36.38,0.0,0,19,0,0,0.012,-9.0,26,2020-03-19T00:07:36.380Z
1015736_20200320_062204,100364,40.356087,-124.452726,27.949,6.9,-34.8,-11.3,9.9,19.9,9.8,2020,3,20,6,22,4.3,0.0,10,14,0,0,0.012,-9.0,26,2020-03-20T06:22:04.300Z
1015736_20200322_204812,100365,40.356498,-124.452881,27.965,-6.2,10.8,5.1,7.0,12.2,7.6,2020,3,22,20,48,12.08,0.0,6,16,0,0,0.008,-9.0,26,2020-03-22T20:48:12.080Z
1015736,100774,40.356222,-124.453003,27.996,-16.6,-19.9,35.7,11.8,15.4,16.0,2023,2,13,12,0,43.36,1.05,11,22,0,0,0.023,-9.0,26,2023-02-13T12:00:43.360Z
1014366_20200711_171952,100673,40.491052,-124.207048,20.732,-12.4,-5.4,2.4,21.2,12.9,16.9,2020,7,11,17,19,52.6,0.0,0,18,0,0,0.019,-9.0,27,2020-07-11T17:19:52.600Z
1014366_20200812_112824,100674,40.491081,-124.206828,20.719,6.2,-2.3,-10.6,22.8,10.4,17.2,2020,8,12,11,28,24.94,0.0,3,18,0,0,0.016,-9.0,27,2020-08-12T11:28:24.940Z
1014366_20200812_112332,100675,40.49106,-124.206844,20.726,4.8,-4.5,-3.8,14.7,11.4,9.7,2020,8,12,11,23,32.82,0.0,0,18,0,0,0.016,-9.0,27,2020-08-12T11:23:32.820Z
1014366_20200816_232148,100676,40.491097,-124.206274,20.738,53.1,-0.5,8.3,38.3,9.2,15.0,2020,8,16,23,21,48.48,0.0,1,6,0,0,0.027,-9.0,27,2020-08-16T23:21:48.480Z
1014366_20201004_093729,100677,40.490906,-124.206942,20.731,-3.4,-21.7,1.0,22.9,27.7,19.8,2020,10,4,9,37,29.72,0.0,0,11,0,0,0.017,-9.0,27,2020-10-04T09:37:29.720Z
1014366_20201008_044656,100678,40.491048,-124.206917,20.727,-1.4,-5.9,-2.9,15.3,11.5,11.2,2020,10,8,4,46,56.68,0.0,2,14,0,0,0.011,-9.0,27,2020-10-08T04:46:56.680Z
1014366,100941,40.491252,-124.20686,20.74,3.4,16.7,9.8,16.0,15.2,13.7,2023,1,15,11,51,19.2,1.5,4,21,0,0,0.024,-9.0,27,2023-01-15T11:51:19.200Z
nc73844826_20200216_094705,100541,40.49696,-124.330583,17.848,18.6,18.1,-1.5,7.9,8.2,10.4,2020,2,16,9,47,5.06,0.0,15,20,0,0,0.02,-9.0,28,2020-02-16T09:47:05.060Z
nc73844826_20200325_084140,100542,40.496737,-124.330868,17.847,-5.5,-6.8,-3.1,10.8,14.7,14.1,2020,3,25,8,41,40.78,0.0,0,19,0,0,0.019,-9.0,28,2020-03-25T08:41:40.780Z
nc73844826_20200412_043500,100543,40.496729,-124.330754,17.83,4.1,-7.7,-20.2,7.1,10.5,12.1,2020,4,12,4,35,0.98,0.0,12,22,0,0,0.013,-9.0,28,2020-04-12T04:35:00.980Z
nc73844826_20200708_060305,100544,40.496806,-124.330737,17.846,5.5,0.9,-3.9,11.3,9.8,10.8,2020,7,8,6,3,5.76,0.0,0,18,0,0,0.01,-9.0,28,2020-07-08T06:03:05.760Z
nc73844826_20200914_102302,100545,40.49681,-124.330827,17.847,-2.1,1.4,-2.8,8.6,6.0,10.0,2020,9,14,10,23,2.5,0.0,14,25,0,0,0.013,-9.0,28,2020-09-14T10:23:02.500Z
nc73844826_20201120_133354,100546,40.496578,-124.330843,17.825,-3.4,-24.4,-25.0,13.2,11.5,13.0,2020,11,20,13,33,54.06,0.0,8,15,0,0,0.012,-9.0,28,2020-11-20T13:33:54.060Z
nc73844826,100841,40.496883,-124.330965,17.88,-13.8,9.5,30.0,11.5,9.0,13.2,2023,2,11,3,18,22.44,1.85,15,31,0,0,0.02,-9.0,28,2023-02-11T03:18:22.440Z
1018079_20200320_045258,100531,40.278092,-124.562223,18.258,7.6,54.7,-11.7,12.5,30.0,27.1,2020,3,20,4,52,58.96,0.0,1,18,0,0,0.017,-9.0,29,2020-03-20T04:52:58.960Z
1018079_20200407_232448,100532,40.27747,-124.562158,18.179,13.2,-14.5,-90.7,13.0,24.5,33.6,2020,4,7,23,24,48.06,0.0,0,13,0,0,0.024,-9.0,29,2020-04-07T23:24:48.060Z
1018079_20200716_185625,100533,40.277336,-124.56228,18.257,2.8,-29.4,-12.9,5.8,21.1,13.7,2020,7,16,18,56,25.6,0.0,3,15,0,0,0.01,-9.0,29,2020-07-16T18:56:25.600Z
1018079_20200804_175532,100534,40.277543,-124.562345,18.291,-2.8,-6.3,21.0,10.6,17.1,30.2,2020,8,4,17,55,32.04,0.0,0,17,0,0,0.014,-9.0,29,2020-08-04T17:55:32.040Z
1018079_20200906_072657,100535,40.277433,-124.562451,18.372,-11.8,-18.5,102.4,8.3,27.7,26.8,2020,9,6,7,26,57.22,0.0,5,16,0,0,0.028,-9.0,29,2020-09-06T07:26:57.220Z
1018079_20201017_030657,100536,40.277576,-124.56228,18.281,2.8,-2.7,11.0,10.8,21.5,24.1,2020,10,17,3,6,57.5,0.0,5,17,0,0,0.023,-9.0,29,2020-10-17T03:06:57.500Z
1018079,100829,40.277547,-124.562288,18.279,2.1,-5.9,9.3,3.3,24.0,20.2,2023,4,30,3,21,23.22,1.14,6,26,0,0,0.031,-9.0,29,2023-04-30T03:21:23.220Z
1016488_20200720_105541,100524,40.290894,-124.480558,8.469,-6.2,-112.1,8.9,7.5,13.1,21.4,2020,7,20,10,55,41.36,0.0,2,25,0,0,0.015,-9.0,30,2020-07-20T10:55:41.360Z
1016488_20200721_091514,100525,40.291927,-124.480501,8.497,-1.4,2.7,37.2,7.9,20.5,19.0,2020,7,21,9,15,14.06,0.0,4,31,0,0,0.014,-9.0,30,2020-07-21T09:15:14.060Z
1016488_20200721_211511,100526,40.291772,-124.480509,8.462,-2.1,-14.5,2.1,5.2,10.1,9.1,2020,7,21,21,15,11.4,0.0,6,29,0,0,0.011,-9.0,30,2020-07-21T21:15:11.400Z
1016488_20200721_172807,100527,40.291939,-124.480583,8.467,-8.3,4.1,7.0,7.2,18.1,19.5,2020,7,21,17,28,7.26,0.0,0,23,0,0,0.011,-9.0,30,2020-07-21T17:28:07.260Z
1016488_20200723_023415,100528,40.292192,-124.480314,8.403,14.5,32.1,-56.6,10.9,18.5,22.5,2020,7,23,2,34,15.9,0.0,0,24,0,0,0.015,-9.0,30,2020-07-23T02:34:15.900Z
1016488_20200913_022730,100529,40.292155,-124.480501,8.478,-1.4,28.0,18.2,5.8,19.9,16.4,2020,9,13,2,27,30.26,0.0,3,24,0,0,0.01,-9.0,30,2020-09-13T02:27:30.260Z
1016488,100826,40.291923,-124.480501,8.447,-1.4,2.3,-13.3,5.2,11.7,12.2,2023,3,7,12,11,57.69,1.17,5,32,0,0,0.016,-9.0,30,2023-03-07T12:11:57.690Z
nc73818801_20200309_105118,100401,40.466044,-124.477897,29.817,-15.9,38.4,37.4,14.8,22.1,18.5,2020,3,9,10,51,18.62,0.0,11,10,0,0,0.015,-9.0,31,2020-03-09T10:51:18.620Z
nc73818801_20200318_231602,100402,40.465597,-124.477759,29.776,-4.1,-11.3,-3.6,12.0,15.4,13.6,2020,3,18,23,16,2.08,0.0,14,24,0,0,0.019,-9.0,31,2020-03-18T23:16:02.080Z
nc73818801_20200320_110912,100403,40.46567,-124.47771,29.78,0.0,-3.2,-0.3,8.8,10.3,8.3,2020,3,20,11,9,12.38,0.0,9,13,0,0,0.021,-9.0,31,2020-03-20T11:09:12.380Z
nc73818801_20200510_154438,100404,40.465389,-124.47758,29.754,11.0,-34.3,-26.1,7.5,10.1,9.3,2020,5,10,15,44,38.28,0.0,11,24,0,0,0.013,-9.0,31,2020-05-10T15:44:38.280Z
nc73818801_20201230_230358,100405,40.465853,-124.47762,29.776,7.6,17.2,-4.0,9.3,12.2,11.9,2020,12,30,23,3,58.66,0.0,9,13,0,0,0.012,-9.0,31,2020-12-30T23:03:58.660Z
nc73818801_20201231_131257,100406,40.466032,-124.477515,29.756,16.6,37.1,-23.6,13.5,22.8,12.7,2020,12,31,13,12,57.18,0.0,9,15,0,0,0.016,-9.0,31,2020-12-31T13:12:57.180Z
nc73818801,100791,40.465682,-124.477791,29.794,-6.9,-1.8,13.5,12.5,13.6,15.8,2022,12,15,2,16,4.11,2.47,7,27,0,0,0.025,-9.0,31,2022-12-15T02:16:04.110Z
nc73847481_20200127_095113,100418,40.519926,-124.492952,16.478,2.8,-8.1,18.0,9.0,12.1,47.9,2020,1,27,9,51,13.86,0.0,15,13,0,0,0.019,-9.0,32,2020-01-27T09:51:13.860Z
nc73847481_20200220_063259,100419,40.519942,-124.493099,16.449,-9.7,-6.3,-11.0,12.5,9.8,32.1,2020,2,20,6,32,59.28,0.0,8,12,0,0,0.014,-9.0,32,2020-02-20T06:32:59.280Z
nc73847481_20200406_092120,100420,40.519902,-124.492879,16.331,9.0,-10.8,-129.1,14.7,12.5,49.7,2020,4,6,9,21,20.96,0.0,9,15,0,0,0.026,-9.0,32,2020-04-06T09:21:20.960Z
nc73847481_20201217_164108,100421,40.519926,-124.492944,16.359,3.4,-8.1,-101.1,14.0,12.2,50.1,2020,12,17,16,41,8.52,0.0,12,22,0,0,0.014,-9.0,32,2020-12-17T16:41:08.520Z
nc73847481_20201219_141819,100422,40.520036,-124.493034,16.478,-4.1,4.1,18.1,9.1,13.3,38.0,2020,12,19,14,18,19.4,0.0,12,15,0,0,0.012,-9.0,32,2020-12-19T14:18:19.400Z
nc73847481,100798,40.520186,-124.493075,16.586,-7.6,20.8,126.5,13.6,11.9,27.4,2023,2,16,22,15,2.8,1.44,18,25,0,0,0.026,-9.0,32,2023-02-16T22:15:02.800Z
nc73877095_20200109_134058,100235,40.491329,-124.4986,29.511,17.2,14.5,-28.5,20.2,11.5,23.3,2020,1,9,13,40,58.74,0.0,2,16,0,0,0.033,-9.0,33,2020-01-09T13:40:58.740Z
nc73877095_20201004_065501,100236,40.491443,-124.498535,29.523,22.8,27.1,-17.0,12.7,22.8,21.5,2020,10,4,6,55,1.04,0.0,4,17,0,0,0.026,-9.0,33,2020-10-04T06:55:01.040Z
nc73877095_20201008_164553,100237,40.490898,-124.498503,29.511,25.5,-33.4,-29.0,21.3,23.6,34.1,2020,10,8,16,45,53.32,0.0,0,10,0,0,0.039,-9.0,33,2020-10-08T16:45:53.320Z
nc73877095_20201207_082235,100238,40.491235,-124.498787,29.539,1.4,4.1,-1.3,11.0,21.2,18.1,2020,12,7,8,22,35.82,0.0,2,16,0,0,0.011,-9.0,33,2020-12-07T08:22:35.820Z
nc73877095_20201217_165232,100239,40.491203,-124.498844,29.545,-3.4,0.5,4.5,13.3,27.0,16.2,2020,12,17,16,52,32.62,0.0,0,15,0,0,0.029,-9.0,33,2020-12-17T16:52:32.620Z
nc73877095,100757,40.490942,-124.499259,29.589,-38.6,-28.5,48.6,19.8,26.8,26.7,2023,4,23,20,44,41.28,1.76,4,22,0,0,0.047,-9.0,33,2023-04-23T20:44:41.280Z
nc73867635_20200113_055409,100214,40.457719,-124.683423,25.741,-11.0,2.3,151.2,6.8,10.2,27.0,2020,1,13,5,54,9.18,0.0,4,13,0,0,0.019,-9.0,34,2020-01-13T05:54:09.180Z
nc73867635_20200229_071532,100215,40.457821,-124.68326,25.551,2.8,13.6,-38.7,9.0,13.0,34.6,2020,2,29,7,15,32.82,0.0,3,9,0,0,0.019,-9.0,34,2020-02-29T07:15:32.820Z
nc73867635_20200509_102813,100216,40.457357,-124.68326,25.285,2.8,-38.0,-305.4,8.3,14.3,37.5,2020,5,9,10,28,13.2,0.0,2,11,0,0,0.009,-9.0,34,2020-05-09T10:28:13.200Z
nc73867635_20200606_155241,100217,40.457536,-124.68335,25.622,-4.8,-18.1,31.5,8.1,11.1,31.6,2020,6,6,15,52,41.44,0.0,3,14,0,0,0.008,-9.0,34,2020-06-06T15:52:41.440Z
nc73867635_20201120_215121,100218,40.457719,-124.68339,25.665,-8.3,2.3,75.0,8.0,12.1,28.8,2020,11,20,21,51,21.4,0.0,10,15,0,0,0.011,-9.0,34,2020-11-20T21:51:21.400Z
nc73867635,100749,40.457939,-124.683138,25.557,13.1,26.7,-33.0,8.4,11.4,28.9,2023,4,5,22,10,57.78,1.92,8,18,0,0,0.02,-9.0,34,2023-04-05T22:10:57.780Z
1018692_20200206_175109,100058,40.297152,-124.377075,8.724,2.1,5.9,4.3,18.3,31.0,28.4,2020,2,6,17,51,9.32,0.0,2,8,0,0,0.016,-9.0,35,2020-02-06T17:51:09.320Z
1018692_20200206_135108,100059,40.297144,-124.37714,8.722,-3.5,5.0,1.7,16.6,18.6,19.0,2020,2,6,13,51,8.72,0.0,0,11,0,0,0.021,-9.0,35,2020-02-06T13:51:08.720Z
1018692_20200408_020022,100060,40.297119,-124.3771,8.719,0.0,2.3,-0.7,11.3,19.1,15.7,2020,4,8,2,0,22.12,0.0,0,11,0,0,0.009,-9.0,35,2020-04-08T02:00:22.120Z
1018692_20200806_083223,100061,40.297038,-124.377002,8.712,8.3,-6.8,-8.5,16.0,29.3,21.2,2020,8,6,8,32,23.1,0.0,3,7,0,0,0.033,-9.0,35,2020-08-06T08:32:23.100Z
1018692,100737,40.297066,-124.377148,8.721,-4.2,-3.6,0.9,17.0,28.1,21.9,2023,5,20,7,11,5.22,0.56,3,13,0,0,0.032,-9.0,35,2023-05-20T07:11:05.220Z
1018046_20200513_200304,100692,40.630811,-124.461043,6.64,13.1,-9.9,30.0,25.7,17.9,30.0,2020,5,13,20,3,4.3,0.0,7,7,0,0,0.035,-9.0,36,2020-05-13T20:03:04.300Z
1018046_20200513_183114,100693,40.630855,-124.461019,6.644,15.1,-5.0,33.8,24.5,31.0,25.6,2020,5,13,18,31,14.12,0.0,8,11,0,0,0.039,-9.0,36,2020-05-13T18:31:14.120Z
1018046_20200514_183858,100694,40.630811,-124.461043,6.655,13.1,-9.9,45.2,29.1,28.1,56.8,2020,5,14,18,38,58.56,0.0,7,11,0,0,0.041,-9.0,36,2020-05-14T18:38:58.560Z
1018046_20200520_165114,100695,40.630912,-124.461108,6.625,7.6,1.4,14.7,59.3,45.7,78.8,2020,5,20,16,51,14.68,0.0,4,8,0,0,0.038,-9.0,36,2020-05-20T16:51:14.680Z
1018046,100971,40.63114,-124.461882,6.465,-57.8,26.7,-145.2,32.5,67.3,74.7,2023,4,29,9,23,2.14,0.95,8,9,0,0,0.07,-9.0,36,2023-04-29T09:23:02.140Z
1014398_20200827_084836,100686,40.290063,-124.52181,9.402,-0.7,-4.1,2.2,3.3,23.3,15.2,2020,8,27,8,48,36.06,0.0,3,12,0,0,0.012,-9.0,37,2020-08-27T08:48:36.060Z
1014398_20201119_000155,100687,40.290287,-124.52181,9.398,-0.7,20.8,-2.3,4.5,17.8,14.2,2020,11,19,0,1,55.14,0.0,2,14,0,0,0.016,-9.0,37,2020-11-19T00:01:55.140Z
1014398_20201219_234353,100688,40.289998,-124.521794,9.39,0.7,-11.3,-9.9,4.0,18.6,17.8,2020,12,19,23,43,53.18,0.0,0,14,0,0,0.009,-9.0,37,2020-12-19T23:43:53.180Z
1014398_20201222_135655,100689,40.290381,-124.521785,9.39,1.4,31.2,-10.5,4.1,16.8,10.7,2020,12,22,13,56,55.8,0.0,2,11,0,0,0.012,-9.0,37,2020-12-22T13:56:55.800Z
1014398,100963,40.289901,-124.521794,9.417,0.7,-22.1,17.1,5.9,13.3,14.9,2023,1,16,3,19,0.68,1.26,5,15,0,0,0.018,-9.0,37,2023-01-16T03:19:00.680Z
1012032_20200320_222821,100628,40.506873,-124.500472,27.153,2.8,-3.2,-6.8,8.8,9.7,18.6,2020,3,20,22,28,21.2,0.0,0,14,0,0,0.017,-9.0,38,2020-03-20T22:28:21.200Z
1012032_20200321_201807,100629,40.506925,-124.500488,27.155,1.4,2.7,-4.8,11.6,17.9,16.3,2020,3,21,20,18,7.64,0.0,2,14,0,0,0.02,-9.0,38,2020-03-21T20:18:07.640Z
1012032_20200321_190001,100630,40.506889,-124.500488,27.152,1.4,-1.4,-8.2,14.1,14.6,17.0,2020,3,21,19,0,1.52,0.0,2,14,0,0,0.022,-9.0,38,2020-03-21T19:00:01.520Z
1012032_20200429_150511,100631,40.506767,-124.500431,27.141,6.2,-14.9,-19.1,12.5,10.5,23.1,2020,4,29,15,5,11.24,0.0,1,8,0,0,0.013,-9.0,38,2020-04-29T15:05:11.240Z
1012032,100887,40.506986,-124.500594,27.185,-7.6,9.5,24.8,14.8,16.7,23.3,2022,12,23,21,41,55.0,1.21,3,14,0,0,0.029,-9.0,38,2022-12-23T21:41:55.000Z
nc73847741_20200226_130008,100578,40.285156,-124.494263,20.36,19.4,-4.5,-0.3,8.1,14.0,12.0,2020,2,26,13,0,8.0,0.0,1,6,0,0,0.016,-9.0,39,2020-02-26T13:00:08.000Z
nc73847741_20200414_235217,100579,40.28564,-124.494466,20.357,2.1,49.2,-3.5,8.5,18.3,8.1,2020,4,14,23,52,17.34,0.0,1,11,0,0,0.007,-9.0,39,2020-04-14T23:52:17.340Z
nc73847741_20200417_102854,100580,40.285262,-124.49445,20.344,3.5,7.2,-15.5,7.7,8.9,9.3,2020,4,17,10,28,54.0,0.0,3,19,0,0,0.01,-9.0,39,2020-04-17T10:28:54.000Z
nc73847741_20200418_163846,100581,40.28457,-124.494564,20.353,-6.2,-69.6,-6.8,4.7,19.9,8.2,2020,4,18,16,38,46.58,0.0,0,11,0,0,0.009,-9.0,39,2020-04-18T16:38:46.580Z
nc73847741,100863,40.285177,-124.49458,20.381,-7.6,-2.3,20.8,7.2,10.0,10.2,2023,2,17,14,36,10.72,2.81,5,21,0,0,0.013,-9.0,39,2023-02-17T14:36:10.720Z
nc73875220_20200205_055825,100462,40.699198,-124.199455,17.345,-13.1,0.0,4.6,15.7,13.4,15.2,2020,2,5,5,58,25.56,0.0,4,15,0,0,0.028,-9.0,40,2020-02-05T05:58:25.560Z
nc73875220_20200317_125145,100463,40.699154,-124.199032,17.327,22.7,-5.0,-13.3,24.4,17.4,22.3,2020,3,17,12,51,45.72,0.0,2,12,0,0,0.017,-9.0,40,2020-03-17T12:51:45.720Z
nc73875220_20200415_071747,100464,40.699174,-124.199398,17.342,-8.3,-2.7,2.0,17.4,13.7,15.0,2020,4,15,7,17,47.58,0.0,4,17,0,0,0.013,-9.0,40,2020-04-15T07:17:47.580Z
nc73875220_20200901_032301,100465,40.699154,-124.199357,17.341,-4.8,-5.0,0.6,19.6,14.2,16.7,2020,9,1,3,23,1.06,0.0,1,15,0,0,0.03,-9.0,40,2020-09-01T03:23:01.060Z
nc73875220,100818,40.699272,-124.199194,17.342,8.9,8.1,1.8,19.0,14.8,15.6,2023,4,18,21,27,56.5,2.49,5,19,0,0,0.032,-9.0,40,2023-04-18T21:27:56.500Z
nc73875050_20200211_151928,100453,40.407483,-124.560417,29.114,33.2,20.3,-55.8,12.3,17.2,16.1,2020,2,11,15,19,28.01,0.0,0,8,0,0,0.022,-9.0,41,2020-02-11T15:19:28.010Z
nc73875050_20200225_051353,100454,40.407279,-124.560824,29.176,-1.4,-2.3,6.4,6.1,5.6,12.8,2020,2,25,5,13,53.56,0.0,0,10,0,0,0.012,-9.0,41,2020-02-25T05:13:53.560Z
nc73875050_20200429_230149,100455,40.407117,-124.560604,29.129,17.3,-20.3,-41.0,9.6,11.7,14.6,2020,4,29,23,1,49.9,0.0,2,10,0,0,0.016,-9.0,41,2020-04-29T23:01:49.900Z
nc73875050_20200731_124713,100456,40.407336,-124.56084,29.17,-2.8,4.1,-0.4,6.1,7.4,7.3,2020,7,31,12,47,13.58,0.0,5,21,0,0,0.009,-9.0,41,2020-07-31T12:47:13.580Z
nc73875050,100807,40.407296,-124.560978,29.211,-14.5,-0.5,41.1,6.4,10.0,8.7,2023,4,18,11,40,6.89,2.03,5,21,0,0,0.015,-9.0,41,2023-04-18T11:40:06.890Z
nc73818551_20200129_000255,100449,40.401628,-124.09423,21.803,-2.8,-8.1,3.2,14.2,14.4,6.8,2020,1,29,0,2,55.98,0.0,3,14,0,0,0.01,-9.0,42,2020-01-29T00:02:55.980Z
nc73818551_20200130_214849,100450,40.40166,-124.094303,21.794,-9.0,-4.5,-6.3,11.5,12.1,8.7,2020,1,30,21,48,49.88,0.0,3,17,0,0,0.012,-9.0,42,2020-01-30T21:48:49.880Z
nc73818551_20200305_210042,100451,40.401676,-124.094222,21.799,-2.1,-2.7,-1.2,11.0,7.9,8.2,2020,3,5,21,0,42.6,0.0,5,19,0,0,0.016,-9.0,42,2020-03-05T21:00:42.600Z
nc73818551_20201223_121331,100452,40.401799,-124.094067,21.8,11.1,10.8,-0.1,15.0,12.6,6.6,2020,12,23,12,13,31.36,0.0,0,12,0,0,0.008,-9.0,42,2020-12-23T12:13:31.360Z
nc73818551,100806,40.401742,-124.094149,21.804,4.1,4.5,4.4,12.4,8.6,6.4,2022,12,14,10,39,54.76,1.83,5,20,0,0,0.014,-9.0,42,2022-12-14T10:39:54.760Z
1016069_20200331_011040,100369,40.622791,-124.317586,18.502,-15.8,21.2,81.6,3.7,3.1,8.6,2020,3,31,1,10,40.52,0.0,0,3,0,0,0.006,-9.0,43,2020-03-31T01:10:40.520Z
1016069_20201220_095552,100370,40.622607,-124.317391,18.412,0.7,0.9,-7.5,2.3,1.6,5.4,2020,12,20,9,55,52.28,0.0,6,8,0,0,0.005,-9.0,43,2020-12-20T09:55:52.280Z
1016069_20201220_104746,100371,40.622607,-124.317383,18.411,1.4,0.9,-9.2,2.3,1.4,5.2,2020,12,20,10,47,46.8,0.0,5,7,0,0,0.004,-9.0,43,2020-12-20T10:47:46.800Z
1016069_20201220_101513,100372,40.622514,-124.31735,18.375,4.1,-9.5,-45.4,2.5,3.1,6.2,2020,12,20,10,15,13.92,0.0,5,6,0,0,0.004,-9.0,43,2020-12-20T10:15:13.920Z
1016069,100777,40.622599,-124.317415,18.452,-1.4,0.0,31.9,3.7,3.1,7.9,2023,2,22,6,20,25.08,1.45,4,8,0,0,0.006,-9.0,43,2023-02-22T06:20:25.080Z
1013417_20200413_095832,100679,40.459281,-124.508651,26.395,21.4,-13.1,-35.1,14.5,16.0,19.4,2020,4,13,9,58,32.96,0.0,0,4,0,0,0.008,-9.0,44,2020-04-13T09:58:32.960Z
1013417_20200828_235045,100680,40.459408,-124.508976,26.441,-6.2,0.9,10.8,11.0,12.5,20.2,2020,8,28,23,50,45.12,0.0,0,8,0,0,0.013,-9.0,44,2020-08-28T23:50:45.120Z
1013417_20200924_221736,100681,40.459416,-124.508944,26.438,-3.5,1.8,8.0,8.8,10.9,13.9,2020,9,24,22,17,36.96,0.0,0,7,0,0,0.011,-9.0,44,2020-09-24T22:17:36.960Z
1013417,100944,40.459436,-124.508993,26.442,-7.6,4.1,12.1,11.3,13.3,18.1,2022,12,30,21,43,18.32,2.12,0,9,0,0,0.01,-9.0,44,2022-12-30T21:43:18.320Z
1016610_20200117_094559,100366,40.299361,-124.340397,9.728,0.0,-4.5,-2.4,39.9,53.8,22.1,2020,1,17,9,45,59.14,0.0,0,5,0,0,0.026,-9.0,45,2020-01-17T09:45:59.140Z
1016610_20200510_034252,100367,40.299646,-124.340446,9.725,-4.2,27.1,-4.9,39.9,41.6,32.1,2020,5,10,3,42,52.94,0.0,2,2,0,0,0.01,-9.0,45,2020-05-10T03:42:52.940Z
1016610_20200914_090119,100368,40.299268,-124.340348,9.715,4.2,-14.9,-15.2,15.7,43.4,25.3,2020,9,14,9,1,19.54,0.0,3,3,0,0,0.014,-9.0,45,2020-09-14T09:01:19.540Z
1016610,100775,40.299337,-124.340413,9.739,-1.4,-7.2,8.7,24.1,46.4,19.3,2023,3,12,10,38,34.58,0.73,3,8,0,0,0.021,-9.0,45,2023-03-12T10:38:34.580Z
1015345_20200621_063746,100016,40.440983,-124.644084,26.391,1.4,-2.3,-9.0,10.5,16.7,27.8,2020,6,21,6,37,46.7,0.0,0,10,0,0,0.011,-9.0,46,2020-06-21T06:37:46.700Z
1015345_20200803_063802,100017,40.441012,-124.6441,26.401,0.0,0.9,1.2,12.2,17.0,33.4,2020,8,3,6,38,2.84,0.0,3,10,0,0,0.015,-9.0,46,2020-08-03T06:38:02.840Z
1015345_20200803_070001,100018,40.441032,-124.644132,26.419,-2.8,3.2,18.8,16.8,30.1,40.1,2020,8,3,7,0,1.48,0.0,0,10,0,0,0.012,-9.0,46,2020-08-03T07:00:01.480Z
1015345,100733,40.440983,-124.644076,26.39,2.1,-2.3,-9.6,8.6,19.7,31.5,2023,2,3,19,43,4.72,1.42,3,12,0,0,0.013,-9.0,46,2023-02-03T19:43:04.720Z
1018294_20200719_141400,100668,40.291431,-124.499854,7.887,-4.2,-7.7,-13.0,9.3,27.0,7.0,2020,7,19,14,14,0.04,0.0,4,15,0,0,0.029,-9.0,47,2020-07-19T14:14:00.040Z
1018294_20200719_071602,100669,40.291418,-124.499821,7.895,-1.4,-9.0,-4.9,7.6,30.0,12.0,2020,7,19,7,16,2.84,0.0,3,15,0,0,0.02,-9.0,47,2020-07-19T07:16:02.840Z
1018294_20200719_134708,100670,40.291606,-124.49978,7.907,2.1,11.7,6.9,14.1,21.9,21.8,2020,7,19,13,47,8.72,0.0,3,15,0,0,0.022,-9.0,47,2020-07-19T13:47:08.720Z
1018294,100933,40.291553,-124.499748,7.914,4.8,5.9,13.6,13.0,42.5,18.6,2023,5,7,7,21,24.34,0.91,4,15,0,0,0.035,-9.0,47,2023-05-07T07:21:24.340Z
1018061_20200413_224144,100652,40.733329,-124.222445,20.944,4.8,3.2,-5.6,7.9,9.0,8.8,2020,4,13,22,41,44.48,0.0,5,12,0,0,0.01,-9.0,48,2020-04-13T22:41:44.480Z
1018061_20200524_191922,100653,40.733285,-124.222461,20.948,3.4,-1.8,-1.6,9.0,7.1,4.8,2020,5,24,19,19,22.54,0.0,3,12,0,0,0.008,-9.0,48,2020-05-24T19:19:22.540Z
1018061_20200601_030325,100654,40.733305,-124.222542,20.951,-3.4,0.5,1.4,8.1,6.9,5.0,2020,6,1,3,3,25.7,0.0,7,12,0,0,0.01,-9.0,48,2020-06-01T03:03:25.700Z
1018061,100926,40.73328,-124.222567,20.955,-5.5,-2.3,5.1,8.7,8.8,10.0,2023,4,29,18,24,1.28,0.83,7,12,0,0,0.008,-9.0,48,2023-04-29T18:24:01.280Z
1016064_20200727_044634,100616,40.473206,-124.493009,16.972,-1.4,0.5,1.6,4.9,7.1,11.0,2020,7,27,4,46,34.38,0.0,6,12,0,0,0.008,-9.0,49,2020-07-27T04:46:34.380Z
1016064_20200830_190440,100617,40.473222,-124.492977,16.976,1.4,2.3,6.4,10.0,10.6,18.9,2020,8,30,19,4,40.04,0.0,5,12,0,0,0.013,-9.0,49,2020-08-30T19:04:40.040Z
