ev1,ev2,station,phase,dt_sec,weight
126189,238704,NCJST,S,0.008164,0.94
126189,238704,NCJCB,S,-4.999999999999796e-06,0.97
126189,238704,NCCML,S,0.021612,0.99
126189,238704,NCCAL,S,0.01034,0.94
126189,238704,NCHSP,S,0.017776,0.93
126189,238704,NCJHL,S,0.011357999999999998,0.89
126189,238704,NCJRR,S,0.003216,0.9
126189,238704,NCJSS,S,0.007833999999999999,0.9
126189,238704,NCHGS,S,0.0072239999999999995,0.93
126189,238704,NCJEC,S,-0.006413,0.89
126189,238704,NCJLX,S,0.004366999999999999,0.95
126189,238704,NCHGW,S,0.022920999999999997,0.96
126189,238704,NCCDV,S,-4.4000000000000636e-05,0.99
126189,238704,NCCMJ,S,0.010490000000000001,0.98
126189,238704,NCCMP,S,0.009879999999999998,0.99
126189,238704,NCJSG,S,0.020915000000000003,0.94
126189,238704,NCHCA,S,0.007791000000000001,0.93
126189,238704,NCCMR,S,0.028548999999999998,0.98
126189,238704,NCJTG,S,0.009209,0.79
126189,238704,NCJBC,S,-0.005241000000000001,0.88
126189,238704,NCCVA,S,0.008873999999999998,0.99
126189,238704,NCJPL,S,0.016592999999999997,0.74
126189,238704,NCCMN,S,0.006213999999999999,0.94
126189,238704,NCHCR,S,0.0044930000000000005,0.83
126189,238704,NCJRG,S,0.004255999999999999,0.77
126189,238704,NCHCB,S,-0.0012440000000000003,0.88
126189,238704,NCJSC,S,0.019402000000000003,0.91
126189,238704,NCCST,S,0.021497000000000002,0.88
126189,238704,NCHPL,S,0.004808999999999999,0.86
126189,238704,NCJBM,S,0.003818,0.8
126189,238704,NCHOR,S,0.006979999999999998,0.79
126189,238704,NCJSM,S,0.0048319999999999995,0.87
126189,238704,NCHAZ,S,0.004697999999999999,0.83
126189,238704,NCJSFa,S,0.0010229999999999996,0.84
126189,238704,NCJUC,S,0.006833999999999998,0.88
126189,238704,NCCPL,S,0.020855,0.96
126189,238704,NCJPPa,S,0.0021939999999999998,0.92
126189,238704,NCHSFb,S,0.0019629999999999995,0.87
126189,238704,NCJHP,S,0.007857000000000001,0.78
126189,238704,NCJPS,S,0.008272,0.82
126189,238704,NCCLC,S,-0.0017439999999999999,0.83
126189,238704,NCHFP,S,0.006605999999999999,0.88
126189,238704,NCBVY,S,0.0014780000000000001,0.96
126189,238790,NCCSC,P,0.017402000000000004,0.817
126189,238790,NCCMH,P,0.005992000000000001,0.748
126189,238790,NCCADa,P,0.03976700000000001,0.935
126189,238790,NCJST,P,0.020010999999999998,0.757
126189,238790,NCJCB,P,0.017721000000000004,0.78
126189,238790,NCCML,P,0.021506,0.972
126189,238790,NCCAL,P,0.008477000000000002,0.854
126189,238790,NCHSP,P,0.040623000000000006,0.802
126189,238790,NCJHL,P,0.026602000000000004,0.768
126189,238790,NCJRR,P,0.020413000000000004,0.83
126189,238790,NCHGS,P,0.027587999999999998,0.883
126189,238790,NCJEC,P,0.012663000000000004,0.841
126189,238790,NCHGW,P,0.043363,0.922
126189,238790,NCCDV,P,-0.001010999999999998,0.958
126189,238790,NCCMJ,P,0.008521999999999998,0.888
126189,238790,NCCMP,P,0.02478,0.868
126189,238790,NCJBZ,P,0.03203400000000001,0.874
126189,238790,NCHCA,P,0.027436,0.936
126189,238790,NCJSG,P,0.026092,0.838
126189,238790,NCCMR,P,0.026151999999999998,0.902
126189,238790,NCJTG,P,0.024721000000000003,0.829
126189,238790,NCJBC,P,0.005182000000000003,0.731
126189,238790,NCHCR,P,0.025304000000000004,0.831
126189,238790,NCJSC,P,0.023299999999999998,0.886
126189,238790,NCCST,P,0.024198,0.873
126189,238790,NCHPL,P,0.026974,0.928
126189,238790,NCJBM,P,0.008729999999999998,0.871
126189,238790,NCJSM,P,0.00937,0.789
126189,238790,NCHAZ,P,0.023237000000000004,0.767
126189,238790,NCJSFa,P,0.0027019999999999995,0.75
126189,238790,NCCPL,P,0.01875,0.801
126189,238790,NCJPPa,P,0.008173000000000003,0.823
126189,238790,NCJHP,P,0.009645999999999998,0.952
126189,238790,NCHFP,P,0.029793999999999998,0.848
126189,238790,NCBVY,P,0.029555,0.938
126189,238790,NCCSC,S,0.018958,0.72
126189,238790,NCCMH,S,0.0026900000000000014,0.82
126189,238790,NCCADa,S,0.04750700000000001,0.83
126189,238790,NCJST,S,0.019444,0.85
126189,238790,NCJCB,S,0.024057,0.86
126189,238790,NCCML,S,0.012750000000000001,0.95
126189,238790,NCCAL,S,0.0012209999999999999,0.82
126189,238790,NCHSP,S,0.044757000000000005,0.73
126189,238790,NCJHL,S,0.023641,0.75
126189,238790,NCJSS,S,0.019714,0.95
126189,238790,NCHGS,S,0.030522999999999998,0.9
126189,238790,NCJEC,S,0.011796999999999998,0.78
126189,238790,NCJLX,S,0.006944000000000002,0.86
126189,238790,NCHGW,S,0.046973,0.75
126189,238790,NCCDV,S,-0.008337999999999998,0.96
126189,238790,NCCMJ,S,0.0015800000000000015,0.8
126189,238790,NCCMP,S,0.022776,0.98
126189,238790,NCHCA,S,0.030383000000000004,0.83
126189,238790,NCJSG,S,0.023521999999999998,0.77
126189,238790,NCCMR,S,0.017558,0.91
126189,238790,NCJBC,S,0.0003610000000000002,0.88
126189,238790,NCCVA,S,-0.0007150000000000004,0.98
126189,238790,NCHCB,S,0.018371000000000002,0.81
126189,238790,NCJSC,S,0.018997000000000003,0.83
126189,238790,NCCST,S,0.020593999999999998,0.82
126189,238790,NCHPL,S,0.033609,0.9
126189,238790,NCJSM,S,0.009400000000000002,0.81
126189,238790,NCJUC,S,0.016874000000000004,0.71
126189,238790,NCBVY,S,0.022663,0.82
126189,30062741,NCCADa,P,0.029336,0.817
126189,30062741,NCJST,P,-9.200000000000874e-05,0.759
126189,30062741,NCJCB,P,0.0020550000000000013,0.826
126189,30062741,NCCML,P,0.022602999999999984,0.905
126189,30062741,NCHSP,P,0.019968999999999987,0.825
126189,30062741,NCJHL,P,0.01152700000000001,0.848
126189,30062741,NCJRR,P,0.004739999999999994,0.821
126189,30062741,NCHGS,P,0.009707999999999994,0.921
126189,30062741,NCJEC,P,-0.002035000000000009,0.889
126189,30062741,NCCDV,P,0.0007889999999999842,0.929
126189,30062741,NCCMJ,P,0.010358000000000006,0.832
126189,30062741,NCCMP,P,0.012845999999999996,0.892
126189,30062741,NCJBZ,P,0.013162000000000007,0.813
126189,30062741,NCJSG,P,0.01772399999999999,0.778
126189,30062741,NCHCA,P,0.016580999999999985,0.879
126189,30062741,NCJBC,P,0.0028479999999999894,0.746
126189,30062741,NCHCR,P,0.009227999999999986,0.899
126189,30062741,NCHCB,P,0.009218000000000004,0.888
126189,30062741,NCJSC,P,0.028902999999999998,0.912
126189,30062741,NCHFE,P,0.01164599999999999,0.926
126189,30062741,NCCST,P,0.021431000000000006,0.889
126189,30062741,NCHAZ,P,0.009195000000000009,0.859
126189,30062741,NCHBT,P,0.011191000000000006,0.818
126189,30062741,NCHFP,P,0.016074000000000005,0.841
126189,30062741,NCBVY,P,0.012780999999999987,0.879
126189,30062741,NCCMH,S,0.0038819999999999966,0.75
126189,30062741,NCCAO,S,0.006668000000000007,0.81
126189,30062741,NCCADa,S,0.027369000000000004,0.79
126189,30062741,NCJST,S,0.0048699999999999855,0.84
126189,30062741,NCJCB,S,0.006735999999999992,0.89
126189,30062741,NCCML,S,0.01915,0.91
126189,30062741,NCCAL,S,0.006430999999999992,0.76
126189,30062741,NCHSP,S,0.021235000000000004,0.83
126189,30062741,NCJHL,S,0.012812999999999991,0.74
126189,30062741,NCJRR,S,0.005470000000000003,0.74
126189,30062741,NCJSS,S,0.008560999999999985,0.93
126189,30062741,NCHGS,S,0.010320999999999997,0.91
126189,30062741,NCJEC,S,-0.0008599999999999997,0.88
126189,30062741,NCCDV,S,-0.0011790000000000134,0.93
126189,30062741,NCCMJ,S,0.00803000000000001,0.82
126189,30062741,NCCMP,S,0.014655000000000001,0.95
126189,30062741,NCHCA,S,0.019401,0.77
126189,30062741,NCJBC,S,0.0004250000000000087,0.8
126189,30062741,NCHCB,S,0.0063,0.9
126189,30062741,NCJSC,S,0.028830999999999996,0.85
126189,30062741,NCHFE,S,0.017095,0.81
126189,30062741,NCCST,S,0.022285,0.86
126189,30062741,NCHOR,S,0.011086999999999986,0.71
126189,30062741,NCBVY,S,0.003950000000000009,0.86
126189,30069222,NCJCB,P,0.029493,0.726
126189,30069222,NCCML,P,0.018320999999999997,0.943
126189,30069222,NCCAL,P,0.0015469999999999998,0.716
126189,30069222,NCHGS,P,0.044109999999999996,0.759
126189,30069222,NCJEC,P,0.020261,0.728
126189,30069222,NCHGW,P,0.058588,0.899
126189,30069222,NCCDV,P,-0.004033999999999999,0.907
126189,30069222,NCCMJ,P,0.0032249999999999987,0.739
126189,30069222,NCJBZ,P,0.03700200000000001,0.802
126189,30069222,NCJSG,P,0.021309,0.854
126189,30069222,NCCMR,P,0.027368999999999997,0.908
126189,30069222,NCCVA,P,-0.0007789999999999984,0.802
126189,30069222,NCJSJ,P,0.008398000000000003,0.753
126189,30069222,NCHCR,P,0.037692,0.769
126189,30069222,NCCMN,P,0.0014889999999999973,0.773
126189,30069222,NCJSC,P,0.030514,0.787
126189,30069222,NCHFE,P,0.046604999999999994,0.8
126189,30069222,NCCST,P,0.028045,0.907
126189,30069222,NCJBM,P,0.008405000000000003,0.805
126189,30069222,NCHAZ,P,0.038688,0.757
126189,30069222,NCJSFa,P,0.0008150000000000032,0.704
126189,30069222,NCCLC,P,0.0030050000000000007,0.751
126189,30069222,NCHFP,P,0.047026,0.719
126189,30069222,NCBVY,P,0.04371,0.76
126189,30069222,NCCAO,S,0.02835,0.75
126189,30069222,NCJST,S,0.013391,0.72
126189,30069222,NCJCB,S,0.03873,0.75
126189,30069222,NCCML,S,0.008282999999999999,0.9
126189,30069222,NCCAL,S,-0.015396,0.72
126189,30069222,NCJSS,S,0.020014999999999998,0.87
126189,30069222,NCHGS,S,0.054279999999999995,0.76
126189,30069222,NCCDV,S,-0.013515,0.88
126189,30069222,NCCMR,S,0.016690999999999998,0.8
126189,30069222,NCCVA,S,-0.010301000000000001,0.94
126189,30069222,NCCMN,S,0.001233999999999999,0.82
126189,30069222,NCCST,S,0.026855999999999998,0.71
126189,30092060,NCCMH,P,-0.0004170000000000007,0.784
126189,30092060,NCCADa,P,0.04723699999999999,0.761
126189,30092060,NCJCB,P,0.01847299999999999,0.792
126189,30092060,NCCML,P,0.015535999999999994,0.929
126189,30092060,NCCAL,P,-0.0006880000000000219,0.82
126189,30092060,NCHSP,P,0.041892999999999986,0.718
126189,30092060,NCJRR,P,0.021116999999999997,0.814
126189,30092060,NCJEC,P,0.014158000000000004,0.718
126189,30092060,NCHGW,P,0.044652999999999984,0.893
126189,30092060,NCCDV,P,-0.008522000000000002,0.966
126189,30092060,NCCMJ,P,0.0005059999999999787,0.841
126189,30092060,NCHCA,P,0.02943599999999999,0.947
126189,30092060,NCJSG,P,0.017172999999999994,0.855
126189,30092060,NCJBC,P,0.0010949999999999849,0.771
126189,30092060,NCCVA,P,-0.0028820000000000234,0.902
126189,30092060,NCJSJ,P,0.0023249999999999937,0.741
126189,30092060,NCHCR,P,0.02734199999999999,0.853
126189,30092060,NCJSC,P,0.026031999999999986,0.726
126189,30092060,NCHFE,P,0.032218999999999984,0.796
126189,30092060,NCCST,P,0.018883999999999984,0.954
126189,30092060,NCJBM,P,0.002692,0.801
126189,30092060,NCHDLb,P,0.02049799999999999,0.881
126189,30092060,NCHFP,P,0.030829999999999996,0.793
126189,30092060,NCBVY,P,0.030396999999999993,0.851
126189,30092060,NCCMH,S,-0.0024000000000000132,0.73
126189,30092060,NCCADa,S,0.058070999999999984,0.74
126189,30092060,NCJST,S,0.015300999999999981,0.75
126189,30092060,NCJCB,S,0.027870999999999993,0.84
126189,30092060,NCCML,S,0.004183999999999993,0.93
126189,30092060,NCCAL,S,-0.011313000000000017,0.81
126189,30092060,NCHSP,S,0.05192799999999999,0.77
126189,30092060,NCJSS,S,0.015791,0.9
126189,30092060,NCJLX,S,0.0020479999999999943,0.88
126189,30092060,NCCDV,S,-0.016945000000000016,0.93
126189,30092060,NCHCA,S,0.03356799999999999,0.74
126189,30092060,NCCVA,S,-0.01185,0.96
126189,30092060,NCCST,S,0.01421,0.75
126189,389286,NCCMH,P,-0.010506000000000001,0.706
126189,389286,NCJCB,P,0.018372,0.818
126189,389286,NCJRR,P,0.022269999999999998,0.801
126189,389286,NCJEC,P,0.013409,0.788
126189,389286,NCHGW,P,0.047817,0.91
126189,389286,NCCDV,P,-0.014178999999999997,0.931
126189,389286,NCCMJ,P,-0.006839999999999999,0.789
126189,389286,NCHCA,P,0.038847,0.777
126189,389286,NCJSG,P,0.011817000000000001,0.887
126189,389286,NCCMR,P,0.013804,0.885
126189,389286,NCJTG,P,0.020992,0.761
126189,389286,NCCVA,P,-0.009416,0.886
126189,389286,NCJPL,P,0.030961000000000002,0.761
126189,389286,NCJSJ,P,-0.0012479999999999991,0.761
126189,389286,NCHCR,P,0.028496,0.84
126189,389286,NCHFE,P,0.035767,0.743
126189,389286,NCCST,P,0.015638,0.87
126189,389286,NCJBM,P,-0.0011569999999999983,0.852
126189,389286,NCJSM,P,0.0010620000000000004,0.73
126189,389286,NCHAZ,P,0.026581,0.734
126189,389286,NCJSFa,P,-0.008529000000000002,0.705
126189,389286,NCHDLb,P,0.021071,0.904
126189,389286,NCJHP,P,-0.001112999999999996,0.879
126189,389286,NCHFP,P,0.031541,0.768
126189,389286,NCJST,S,0.017309,0.72
126189,389286,NCJCB,S,0.028216,0.83
126189,389286,NCJSS,S,0.011981000000000002,0.87
126189,389286,NCHGS,S,0.039065,0.84
126189,389286,NCJLX,S,-0.0035250000000000004,0.81
126189,389286,NCCDV,S,-0.025750999999999996,0.9
126189,389286,NCCMR,S,-0.0026259999999999964,0.83
126189,389286,NCCVA,S,-0.016743,0.9
126189,389286,NCHCB,S,0.023601,0.73
126189,478138,NCCMH,P,0.03215799999999999,0.764
126189,478138,NCCAO,P,0.030461000000000016,0.843
126189,478138,NCCADa,P,0.049489000000000005,0.869
126189,478138,NCJST,P,0.031523999999999996,0.961
126189,478138,NCCML,P,0.04531800000000001,0.943
126189,478138,NCCAL,P,0.031018000000000018,0.932
126189,478138,NCHSP,P,0.04369200000000001,0.868
126189,478138,NCJHL,P,0.034623000000000015,0.814
126189,478138,NCJLX,P,0.029857999999999996,0.925
126189,478138,NCCDV,P,0.021743000000000012,0.972
126189,478138,NCCMJ,P,0.032968,0.938
126189,478138,NCCMP,P,0.036705000000000015,0.809
126189,478138,NCHCA,P,0.034772,0.925
126189,478138,NCCMR,P,0.04139000000000001,0.945
126189,478138,NCJTG,P,0.030369000000000007,0.878
126189,478138,NCCOS,P,0.03189600000000001,0.773
126189,478138,NCCVA,P,0.030374000000000012,0.975
126189,478138,NCHCR,P,0.034464999999999996,0.927
126189,478138,NCHCB,P,0.031214999999999993,0.908
126189,478138,NCJSC,P,0.054022,0.838
126189,478138,NCHFE,P,0.039827,0.954
126189,478138,NCJBM,P,0.030717999999999995,0.936
126189,478138,NCJSM,P,0.03145600000000001,0.853
126189,478138,NCJSFa,P,0.028934000000000015,0.892
126189,478138,NCJPS,P,0.038596000000000005,0.891
126189,478138,NCCMH,S,0.032053,0.86
126189,478138,NCCAO,S,0.030367000000000005,0.87
126189,478138,NCCADa,S,0.047656000000000004,0.84
126189,478138,NCJST,S,0.033028,0.93
126189,478138,NCCML,S,0.04595200000000001,0.97
126189,478138,NCCAL,S,0.029986000000000013,0.93
126189,478138,NCHSP,S,0.044044,0.92
126189,478138,NCJHL,S,0.036604,0.87
126189,478138,NCJLX,S,0.02870500000000001,0.95
126189,478138,NCCDV,S,0.023335999999999996,0.97
126189,478138,NCCMJ,S,0.03295400000000001,0.95
126189,478138,NCHCA,S,0.03558,0.92
126189,478138,NCCMR,S,0.039121,0.95
126189,478138,NCJBC,S,0.02404500000000001,0.87
126189,478138,NCCOS,S,0.030556,0.94
126189,478138,NCCVA,S,0.031154000000000015,0.99
126189,478138,NCJPL,S,0.03910000000000001,0.77
126189,478138,NCHCR,S,0.03653200000000001,0.86
126189,478138,NCJRG,S,0.030948000000000003,0.8
126189,478138,NCHCB,S,0.025789000000000006,0.9
126189,478138,NCJSC,S,0.053445000000000006,0.87
126189,478138,NCHFE,S,0.040885000000000005,0.9
126189,478138,NCJBM,S,0.030119000000000007,0.9
126189,478138,NCJSM,S,0.032744999999999996,0.82
126189,478138,NCJSFa,S,0.028795000000000015,0.81
126189,478138,NCJPS,S,0.034241999999999995,0.74
126189,483500,NCCVA,P,0.05974499999999999,0.801
126189,483500,NCCMN,P,0.06193199999999999,0.769
126189,529274,NCCMH,P,0.011835999999999985,0.786
126189,529274,NCCADa,P,0.056958999999999996,0.727
126189,529274,NCJST,P,0.030800999999999995,0.757
126189,529274,NCCML,P,0.028559,0.973
126189,529274,NCCAL,P,0.01435800000000001,0.755
126189,529274,NCJHL,P,0.038241,0.828
126189,529274,NCJEC,P,0.03219999999999999,0.898
126189,529274,NCCDV,P,0.004569999999999991,0.94
126189,529274,NCCMJ,P,0.013278999999999985,0.855
126189,529274,NCJBZ,P,0.048431,0.902
126189,529274,NCHCA,P,0.043812000000000004,0.864
126189,529274,NCJBC,P,0.01933299999999999,0.805
126189,529274,NCCVA,P,0.010847999999999997,0.911
126189,529274,NCJSJ,P,0.018015000000000003,0.809
126189,529274,NCHCR,P,0.042317999999999995,0.781
126189,529274,NCCMN,P,0.010069999999999996,0.914
126189,529274,NCHCB,P,0.03794399999999999,0.88
126189,529274,NCJSC,P,0.04073499999999999,0.86
126189,529274,NCHFE,P,0.047843,0.811
126189,529274,NCCST,P,0.03075499999999999,0.951
126189,529274,NCJBM,P,0.017294000000000004,0.839
126189,529274,NCJHP,P,0.016748999999999986,0.851
126189,529274,NCJPS,P,0.024037000000000003,0.706
126189,529274,NCCMH,S,0.009767999999999999,0.77
126189,529274,NCCADa,S,0.06741899999999999,0.77
126189,529274,NCJST,S,0.033456,0.74
126189,529274,NCCML,S,0.018476999999999993,0.95
126189,529274,NCCAL,S,0.006007999999999986,0.79
126189,529274,NCHSP,S,0.062607,0.77
126189,529274,NCJHL,S,0.036135,0.75
126189,529274,NCJSS,S,0.03150699999999999,0.94
126189,529274,NCJEC,S,0.029321,0.84
126189,529274,NCJLX,S,0.01589199999999999,0.86
126189,529274,NCCDV,S,-0.0028880000000000017,0.94
126189,529274,NCJBC,S,0.014369999999999994,0.87
126189,529274,NCCOS,S,0.012056999999999984,0.84
126189,529274,NCCVA,S,0.0008819999999999939,0.94
126189,529274,NCCMN,S,0.008693000000000006,0.89
126189,529274,NCHCB,S,0.036786,0.82
126189,529274,NCJSC,S,0.04031699999999999,0.8
126189,529274,NCCST,S,0.026389999999999997,0.76
126292,126389,NCCSC,P,0.0016150000000000019,0.897
126292,126389,NCCMH,P,0.0014110000000000025,0.863
126292,126389,NCCADa,P,0.008627000000000003,0.8
126292,126389,NCJST,P,0.0032670000000000025,0.771
126292,126389,NCJCB,P,0.009497000000000002,0.736
126292,126389,NCCML,P,0.008128,0.958
126292,126389,NCCAL,P,0.007432000000000001,0.834
126292,126389,NCHSP,P,0.008612000000000002,0.772
126292,126389,NCCMM,P,0.009867,0.848
126292,126389,NCJHL,P,0.0029720000000000024,0.795
126292,126389,NCJRR,P,0.009083,0.747
126292,126389,NCHGS,P,0.010256000000000001,0.946
126292,126389,NCJEC,P,0.006274999999999999,0.818
126292,126389,NCHGW,P,0.009491,0.94
126292,126389,NCCDV,P,0.00997,0.966
126292,126389,NCCMJ,P,0.00892,0.811
126292,126389,NCCMP,P,0.011336000000000002,0.907
126292,126389,NCHCA,P,0.008722,0.906
126292,126389,NCJSG,P,0.008359000000000002,0.884
126292,126389,NCCMR,P,0.010916000000000002,0.961
126292,126389,NCJBC,P,0.007672000000000002,0.735
126292,126389,NCHPR,P,0.008698000000000001,0.903
126292,126389,NCCVA,P,0.009044,0.911
126292,126389,NCHCR,P,0.008264,0.75
126292,126389,NCJSJ,P,0.009639000000000002,0.754
126292,126389,NCCVL,P,0.009977,0.868
126292,126389,NCJSC,P,0.009714,0.786
126292,126389,NCCST,P,0.011327,0.956
126292,126389,NCHPL,P,0.012752,0.941
126292,126389,NCJBM,P,0.009060000000000002,0.868
126292,126389,NCHAZ,P,0.00955,0.872
126292,126389,NCJPPa,P,0.009613,0.921
126292,126389,NCHDLb,P,0.010839000000000001,0.911
126292,126389,NCHLT,P,0.010529,0.901
126292,126389,NCHJG,P,0.011778,0.888
126292,126389,NCJHP,P,0.009712000000000002,0.913
126292,126389,NCCLC,P,0.010056000000000002,0.782
126292,126389,NCHFP,P,0.012110000000000003,0.808
126292,126389,NCBVY,P,0.011613000000000002,0.875
126292,126389,NCHQR,P,0.010115000000000002,0.814
126292,126389,NCCMH,S,0.008259000000000002,0.8
126292,126389,NCCAO,S,0.010964000000000002,0.85
126292,126389,NCCADa,S,0.007571000000000001,0.77
126292,126389,NCJST,S,0.0034199999999999994,0.84
126292,126389,NCJCB,S,0.007267000000000003,0.86
126292,126389,NCCML,S,0.011079000000000002,0.94
126292,126389,NCCAL,S,0.006376,0.81
126292,126389,NCJAL,S,0.004812,0.83
126292,126389,NCHSP,S,0.009726000000000002,0.83
126292,126389,NCCMM,S,0.017355000000000002,0.94
126292,126389,NCJHL,S,0.007636,0.75
126292,126389,NCJSS,S,0.007640000000000001,0.85
126292,126389,NCHGS,S,0.010407,0.88
126292,126389,NCJEC,S,0.004733000000000001,0.84
126292,126389,NCHGW,S,0.011572000000000002,0.71
126292,126389,NCCDV,S,0.011913,0.93
126292,126389,NCCMJ,S,0.011459,0.88
126292,126389,NCCMP,S,0.019090000000000003,0.97
126292,126389,NCHCA,S,0.011646,0.89
126292,126389,NCJSG,S,0.010394,0.79
126292,126389,NCCMR,S,0.018618000000000003,0.88
126292,126389,NCJBC,S,0.011885,0.88
126292,126389,NCHPR,S,0.010844,0.88
126292,126389,NCCVA,S,0.012272000000000002,0.95
126292,126389,NCJRG,S,0.012053000000000001,0.73
126292,126389,NCCVL,S,0.012480000000000002,0.87
126292,126389,NCCST,S,0.023866000000000002,0.81
126292,126389,NCHPL,S,0.020684,0.78
126292,126389,NCJBM,S,0.020054000000000002,0.73
126292,126389,NCJUC,S,0.02172,0.8
126292,126389,NCHFH,S,0.027709,0.71
126292,126389,NCJPPa,S,0.018144,0.72
126292,126389,NCHLT,S,0.02604,0.73
126292,126389,NCHJG,S,0.022983,0.78
126292,126389,NCHFP,S,0.023708,0.75
126292,126389,NCBVY,S,0.024588000000000002,0.81
126292,126389,NCHQR,S,0.0247,0.78
126292,148939,NCCCOa,P,0.028326999999999998,0.758
126292,148939,NCCSC,P,0.034665999999999995,0.87
126292,148939,NCCMH,P,0.033686999999999995,0.914
126292,148939,NCCAO,P,0.031596,0.861
126292,148939,NCCADa,P,0.046144,0.927
126292,148939,NCJST,P,0.032390999999999996,0.94
126292,148939,NCJCB,P,0.024408,0.797
126292,148939,NCCML,P,0.046579999999999996,0.964
126292,148939,NCCAL,P,0.03694599999999999,0.91
126292,148939,NCJAL,P,0.04690299999999999,0.808
126292,148939,NCHSP,P,0.047325,0.876
126292,148939,NCCMM,P,0.04461299999999999,0.893
126292,148939,NCJHL,P,0.033045,0.837
126292,148939,NCJRR,P,0.028718999999999995,0.914
126292,148939,NCJSS,P,0.034024,0.712
126292,148939,NCHGW,P,0.04892,0.988
126292,148939,NCCDV,P,0.03926399999999999,0.99
126292,148939,NCJBZ,P,0.03813999999999999,0.868
126292,148939,NCHCA,P,0.031762,0.964
126292,148939,NCJSG,P,0.046965999999999994,0.902
126292,148939,NCCMR,P,0.04629,0.924
126292,148939,NCHPR,P,0.030690999999999996,0.893
126292,148939,NCHCR,P,0.032078999999999996,0.956
126292,148939,NCHFE,P,0.037866,0.848
126292,148939,NCCST,P,0.048077999999999996,0.949
126292,148939,NCJBM,P,0.030712999999999997,0.951
126292,148939,NCHAZ,P,0.032262,0.829
126292,148939,NCJPPa,P,0.027925,0.843
126292,148939,NCHDLb,P,0.030406999999999997,0.936
126292,148939,NCHJG,P,0.047118999999999994,0.891
126292,148939,NCHFP,P,0.037877999999999995,0.896
126292,148939,NCHQR,P,0.04832499999999999,0.808
126292,148939,NCCCOa,S,0.028369999999999992,0.85
126292,148939,NCCSC,S,0.034907999999999995,0.87
126292,148939,NCCMH,S,0.034061999999999995,0.93
126292,148939,NCCAO,S,0.030889999999999994,0.94
126292,148939,NCCADa,S,0.043587999999999995,0.87
126292,148939,NCJST,S,0.036244,0.88
126292,148939,NCJCB,S,0.022999999999999993,0.94
126292,148939,NCCML,S,0.047847999999999995,0.98
126292,148939,NCCAL,S,0.038699,0.97
126292,148939,NCJAL,S,0.044170999999999995,0.93
126292,148939,NCHSP,S,0.045489999999999996,0.86
126292,148939,NCCMM,S,0.04586899999999999,0.94
126292,148939,NCJHL,S,0.03297099999999999,0.79
126292,148939,NCJRR,S,0.028168,0.91
126292,148939,NCJSS,S,0.028557,0.93
126292,148939,NCHGW,S,0.048036999999999996,0.97
126292,148939,NCCDV,S,0.040376999999999996,0.99
126292,148939,NCCMJ,S,0.037593999999999995,0.96
126292,148939,NCCMP,S,0.036400999999999996,0.97
126292,148939,NCHCA,S,0.030021999999999993,0.94
126292,148939,NCJSG,S,0.046463,0.9
126292,148939,NCCMR,S,0.047879,0.97
126292,148939,NCHPR,S,0.025969,0.89
126292,148939,NCHCR,S,0.033162,0.88
126292,148939,NCHFE,S,0.038133999999999994,0.84
126292,148939,NCCST,S,0.04529999999999999,0.77
126292,148939,NCJBM,S,0.029816999999999996,0.9
126292,148939,NCHAZ,S,0.031488999999999996,0.76
126292,148939,NCJUC,S,0.028719999999999996,0.79
126292,148939,NCJPPa,S,0.027574999999999995,0.72
126292,148939,NCHDLb,S,0.036352999999999996,0.78
126292,148939,NCHJG,S,0.055896999999999995,0.86
126292,148939,NCHFP,S,0.046782,0.89
126292,148939,NCHQR,S,0.055348999999999995,0.74
126292,160503,NCCSC,P,0.019726,0.739
126292,160503,NCCADa,P,0.012428999999999996,0.856
126292,160503,NCJCB,P,-0.007037000000000002,0.749
126292,160503,NCCML,P,0.042238,0.897
126292,160503,NCCMM,P,0.031805,0.724
126292,160503,NCHGW,P,0.014757,0.902
126292,160503,NCCDV,P,0.037256,0.927
126292,160503,NCHCA,P,-0.003979000000000003,0.912
126292,160503,NCHPR,P,0.0019300000000000012,0.85
126292,160503,NCHCR,P,-0.0026660000000000017,0.852
126292,160503,NCCST,P,0.037966,0.816
126292,160503,NCHAZ,P,0.0004129999999999967,0.772
126292,160503,NCHDLb,P,-0.00041400000000000464,0.914
126292,160503,NCHFP,P,0.017486999999999996,0.733
126292,160503,NCBVY,P,0.016486999999999995,0.784
126292,160503,NCHQR,P,0.024785999999999996,0.726
126292,160503,NCCADa,S,-0.005863000000000007,0.76
126292,160503,NCJST,S,0.013221999999999998,0.87
126292,160503,NCJCB,S,-0.018063999999999997,0.84
126292,160503,NCCML,S,0.052679,0.89
126292,160503,NCCAL,S,0.046896,0.73
126292,160503,NCJAL,S,0.020593,0.85
126292,160503,NCHSP,S,-0.0035659999999999997,0.77
126292,160503,NCCMM,S,0.039213,0.88
126292,160503,NCJSS,S,0.011123999999999995,0.92
126292,160503,NCHGS,S,-0.013213000000000003,0.75
126292,160503,NCHGW,S,0.0058990000000000015,0.72
126292,160503,NCCDV,S,0.045312,0.83
126292,160503,NCCMP,S,0.012076999999999997,0.97
126292,160503,NCCOS,S,0.043,0.87
126292,160503,NCCVA,S,0.055116,0.87
126292,160503,NCHPR,S,-0.0028420000000000042,0.81
126292,160503,NCJSM,S,0.032015,0.71
126292,160503,NCJUC,S,0.021871,0.77
